上市编号,上市公司名,违纪类型,红头文件
600358,国旅联合,监管工作函,NO SUCH FILE!
601311,骆驼股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c163f641-10bf-42b2-a3c4-d8a8e1c53059.pdf
600069,银鸽投资,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/8d816792-eba3-450c-ae9e-c50fbc26246f.pdf
600405,动力源,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c0afc494-4ecf-45b9-a023-0064d9a01c80.pdf
603848,好太太,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/e40c382c-9596-470c-8f09-599c3db9033f.pdf
603555,贵人鸟,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/68839632-544b-4120-9931-6f9bd68dd521.pdf
603555,贵人鸟,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c81900f3-894a-4661-8c25-832051f75269.pdf
603555,贵人鸟,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/04c84158-1b3a-4953-bafa-6514690fb08f.pdf
603779,威龙股份,监管工作函,NO SUCH FILE!
603133,碳元科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/85c0874c-31f8-42bf-a8be-5d0392094fb6.pdf
603042,华脉科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/6433da27-93c8-4b30-a351-040555f09797.pdf
601020,华钰矿业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2120adc2-22aa-4230-a415-a3587cd2b3ca.pdf
600587,新华医疗,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/6796bf4f-c3fc-4148-b2c5-990f9424a00a.pdf
600587,新华医疗,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/e8df930b-d491-4300-89b3-00f21baf4914.pdf
600587,新华医疗,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ea06f221-8323-4f22-9048-42db05b06957.pdf
600587,新华医疗,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/edbfa033-5792-4aa1-88d3-5cc731cdeed8.pdf
600129,太极集团,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8efd6311-7bb2-41cb-a34b-3db22177cd98.pdf
600228,ST昌九,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/29d7020d-8392-4a4d-9c04-63d22bdaa496.pdf
603331,百达精工,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/b316895e-f5fb-4a03-a3cb-245c238b7f6e.pdf
601118,海南橡胶,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/f537e51e-2435-489f-bc2f-d189a6d279de.pdf
600682,南京新百,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/1840f634-492a-4e68-a2ab-f463995e396e.pdf
600358,国旅联合,监管工作函,NO SUCH FILE!
603477,振静股份,监管工作函,NO SUCH FILE!
600416,湘电股份,监管工作函,NO SUCH FILE!
603477,振静股份,监管工作函,NO SUCH FILE!
600857,宁波中百,监管工作函,NO SUCH FILE!
600313,农发种业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/20c01d4c-a2dc-4803-8e21-6016f9d3d00b.pdf
600313,农发种业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/7263ea20-2566-4c8f-9abe-1668f77549b8.pdf
600313,农发种业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4cb93f02-8a85-4f80-ac58-06ddbf618150.pdf
600313,农发种业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/6ad9a3b7-d60f-4377-9134-efd7ac49c4f5.pdf
603157,拉夏贝尔,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/eb0d4126-df93-44de-b3b2-2330883eb6d3.pdf
600209,ST罗顿,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/18b02797-cad0-4951-be8d-c248a4ea7cec.pdf
600074,*ST保千,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4d4b448d-dc1f-4b17-aa12-da41c655974f.pdf
603101,汇嘉时代,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/abb4b4de-70ea-41d4-a002-0e5a877a602c.pdf
600715,文投控股,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/32bd6b7a-4ad9-49bf-b0b1-c5cf6d25ef11.pdf
600747,*ST大控,监管工作函,NO SUCH FILE!
600458,时代新材,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/fb21c609-b48f-47f9-9e6a-b88c70aa0fcd.pdf
600881,亚泰集团,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ac96b099-4cff-4db4-a9f6-331fd88f5bd7.pdf
603300,华铁科技,监管工作函,NO SUCH FILE!
600365,通葡股份,监管工作函,NO SUCH FILE!
600872,中炬高新,监管工作函,NO SUCH FILE!
603001,奥康国际,监管工作函,NO SUCH FILE!
600358,国旅联合,监管工作函,NO SUCH FILE!
600555,海航创新,监管工作函,NO SUCH FILE!
603600,永艺股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1036e0a6-a3aa-46c4-93c6-8d88b5536450.pdf
600393,粤泰股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/e69bd68e-1436-471f-8480-83ed94728c8f.pdf
600882,妙可蓝多,监管工作函,NO SUCH FILE!
600172,黄河旋风,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/105d5f64-2b99-44c3-a8d6-c4ee5b550029.pdf
600172,黄河旋风,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/931ccf60-f61d-4adb-bed3-2326a20544fc.pdf
600172,黄河旋风,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/f1c912ea-6493-4fb7-9b84-cf487b836900.pdf
600172,黄河旋风,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/f1c912ea-6493-4fb7-9b84-cf487b836900.pdf
600351,亚宝药业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ff4885e4-f802-4e12-a34f-ae3a85d31a5b.pdf
600260,凯乐科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/3a920226-d454-477c-a181-fece5e39b489.pdf
600666,*ST瑞德,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8d0f6b9b-456a-4863-88fd-9222fa14188a.pdf
600666,*ST瑞德,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/204f7be6-6d91-46f8-8937-991e245bbad0.pdf
600421,*ST仰帆,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c8cb779c-5024-4016-b141-aee180ad0445.pdf
600421,*ST仰帆,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c8cb779c-5024-4016-b141-aee180ad0445.pdf
600358,国旅联合,监管工作函,NO SUCH FILE!
600186,*ST莲花,监管工作函,NO SUCH FILE!
600593,大连圣亚,监管工作函,NO SUCH FILE!
600666,*ST瑞德,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/d1278b4a-e24f-45e8-854c-dad16c368cfe.pdf
600666,*ST瑞德,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/d1278b4a-e24f-45e8-854c-dad16c368cfe.pdf
600666,*ST瑞德,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/d1278b4a-e24f-45e8-854c-dad16c368cfe.pdf
603088,宁波精达,监管工作函,NO SUCH FILE!
600388,龙净环保,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1beb2c89-6bcc-4761-92eb-f7f9da35fd4a.pdf
603157,拉夏贝尔,监管工作函,NO SUCH FILE!
600882,妙可蓝多,监管工作函,NO SUCH FILE!
600745,闻泰科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/70522016-0fcd-46f1-b57c-dd11757d1560.pdf
600745,闻泰科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/b0f71136-96f2-43ea-8030-1d8fc345defb.pdf
600610,*ST毅达,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/76ab799c-eca5-43d3-a936-b6ed1a63f2ba.pdf
600614,*ST鹏起,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/3c323f6c-dbd4-4055-983b-379d765d5a0b.pdf
600781,辅仁药业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/fc58f854-982a-4594-96de-c9a6177a77e8.pdf
600610,*ST毅达,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/b6044d2b-c2f6-43a8-a2ac-1530faee6bc3.pdf
600610,*ST毅达,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/b6044d2b-c2f6-43a8-a2ac-1530faee6bc3.pdf
600828,茂业商业,监管工作函,NO SUCH FILE!
600212,江泉实业,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/271b798b-3488-4cf5-b604-8f12a953bbfd.pdf
603699,纽威股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/805d790c-b92f-4241-b345-ccfefaf1daea.pdf
603157,拉夏贝尔,监管工作函,NO SUCH FILE!
603555,贵人鸟,监管工作函,NO SUCH FILE!
600074,*ST保千,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/8ff707c2-6347-4e0e-9144-983100ff408f.pdf
600593,大连圣亚,监管工作函,NO SUCH FILE!
603278,大业股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ca0c9db4-22b4-4d42-a975-debadc0863e8.pdf
600086,东方金钰,监管工作函,NO SUCH FILE!
603716,塞力斯,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/b315b323-19cd-4ef7-a0d8-f125976fb56f.pdf
600844,丹化科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/eb8d4067-0b56-4ee3-a5f2-6b444863e021.pdf
601991,大唐发电,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/0846ae3c-99e8-4485-89eb-60283100187a.pdf
600240,*ST华业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/0af4c280-44d5-489e-a5b8-0c112e2d4529.pdf
601011,宝泰隆,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/f264d83e-c589-4938-81d3-3dc32ffae5aa.pdf
600240,*ST华业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/7d89e7cf-7af3-4948-a046-33e5c5d4ca91.pdf
600240,*ST华业,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/7d89e7cf-7af3-4948-a046-33e5c5d4ca91.pdf
600240,*ST华业,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/7d89e7cf-7af3-4948-a046-33e5c5d4ca91.pdf
600387,海越能源,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/96d3b577-e487-4320-b0c6-a1bc0dfce732.pdf
600751,海航科技,监管工作函,NO SUCH FILE!
600624,复旦复华,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/a836a472-bf18-4672-a307-43623201b9bc.pdf
600165,新日恒力,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/3d0353fb-fae1-4b3c-aa27-415370cdd181.pdf
600086,东方金钰,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/35403d8b-0366-4f7b-ae1d-cc56677266cc.pdf
600809,山西汾酒,监管工作函,NO SUCH FILE!
600303,曙光股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/2f2add95-bed6-40ca-9184-49c2cf0850ff.pdf
600747,*ST大控,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/79cb1f4b-bc39-43d4-862a-6070a0692df3.pdf
600747,*ST大控,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c2e4901c-94af-4892-b59d-1bebee4a211e.pdf
600747,*ST大控,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c2e4901c-94af-4892-b59d-1bebee4a211e.pdf
600747,*ST大控,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c2e4901c-94af-4892-b59d-1bebee4a211e.pdf
603042,华脉科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2af003ae-e399-4f1e-a9a7-1d703e277420.pdf
600765,中航重机,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/a12795f9-e2c4-48b2-83ec-a0a5a6c56cd9.pdf
600781,辅仁药业,监管工作函,NO SUCH FILE!
600175,美都能源,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
600395,盘江股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/6934b65b-4a22-4531-b3f4-45600b846ca4.pdf
600687,*ST刚泰,监管工作函,NO SUCH FILE!
603810,丰山集团,监管工作函,NO SUCH FILE!
600485,*ST信威,监管工作函,NO SUCH FILE!
600139,西部资源,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/518e65ab-e984-42e6-b8f2-a1734c33f057.pdf
603619,中曼石油,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1a985505-0e44-42e1-99b0-9acf2cc1bf8e.pdf
603010,万盛股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/10f95e5f-40c4-4c7f-bd7d-3d579eaeb810.pdf
603010,万盛股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/a5c08fe8-f469-488f-8488-1dbe8ccd3254.pdf
603010,万盛股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/a5c08fe8-f469-488f-8488-1dbe8ccd3254.pdf
600220,江苏阳光,监管工作函,NO SUCH FILE!
603889,新澳股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/131dde03-6f1c-494e-9949-c9849a45d13a.pdf
603819,神力股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/d8c83226-2d12-4e39-ac8c-b7f4e66e0829.pdf
600231,凌钢股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/854a2a6c-2054-411a-a5b5-828a7e223da3.pdf
600882,妙可蓝多,监管工作函,NO SUCH FILE!
603838,四通股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1ab171f7-c718-4c6a-bda1-72abc5608b53.pdf
600708,光明地产,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/695cb803-6463-4d3e-8a67-def52554cfb9.pdf
600785,新华百货,监管工作函,NO SUCH FILE!
600715,文投控股,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ed412a75-7315-4437-ade3-cda74746010a.pdf
600715,文投控股,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/8c92b180-4930-4ea6-8881-796fb7dffc29.pdf
603869,新智认知,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/64ad48d4-bbd9-4266-8703-8279baf523e9.pdf
600652,*ST游久,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/e2895daa-1f29-42fd-8346-317676288133.pdf
603810,丰山集团,监管工作函,NO SUCH FILE!
600687,*ST刚泰,监管工作函,NO SUCH FILE!
603098,森特股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/e8bffb37-70b6-4867-82c6-4b1847c3ac75.pdf
600227,圣济堂,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ee46a304-dac6-4127-8d1f-0f221317f336.pdf
600227,圣济堂,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/ee46a304-dac6-4127-8d1f-0f221317f336.pdf
600227,圣济堂,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/298517aa-a027-411c-99fa-b30a023e01ca.pdf
600677,航天通信,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/df860681-43e3-4c22-a48a-8c3d97efa25f.pdf
603998,方盛制药,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/9d58c69d-e4c6-4eb4-a9f2-52a170b4896a.pdf
603508,思维列控,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c595b9b0-f919-4b2e-8d6a-3392972ac288.pdf
600572,康恩贝,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/045b6b07-5415-4418-9feb-d3bc2b86e8a6.pdf
601058,赛轮轮胎,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/847a851e-a3aa-418e-8cdf-f48fb1a590bc.pdf
600316,洪都航空,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/f14de729-1a0b-4b1d-ad0d-9a7b2c1cf008.pdf
600777,新潮能源,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/3a621328-037f-4fd6-88cc-3d8affe7ec1a.pdf
600777,新潮能源,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/3a621328-037f-4fd6-88cc-3d8affe7ec1a.pdf
600379,宝光股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/fee5e942-a91f-4618-afeb-98f2da3bc2be.pdf
600238,ST椰岛,监管工作函,NO SUCH FILE!
603101,汇嘉时代,监管工作函,NO SUCH FILE!
603387,基蛋生物,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/2f57d84a-5b09-4316-8fed-294ffb9279ce.pdf
600145,*ST新亿,监管工作函,NO SUCH FILE!
603716,塞力斯,监管工作函,NO SUCH FILE!
600382,广东明珠,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/93a740fb-b96c-432a-8adf-c502a9891538.pdf
600891,*ST秋林,监管工作函,NO SUCH FILE!
601258,庞大集团,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/f5159111-bdec-4544-970d-929820a4e27e.pdf
601258,庞大集团,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/f5159111-bdec-4544-970d-929820a4e27e.pdf
601258,庞大集团,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/f5159111-bdec-4544-970d-929820a4e27e.pdf
600401,*ST海润,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/26daaf27-3995-416d-8017-4fc3a4d2626b.pdf
600821,津劝业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/dd857f6b-4629-4cdf-9b09-ac3e690ff4af.pdf
600869,智慧能源,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/9e2358fa-c6c8-4ce4-bd00-921bb21527af.pdf
600519,贵州茅台,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
600358,国旅联合,监管工作函,NO SUCH FILE!
600518,康美药业,监管工作函,NO SUCH FILE!
600891,ST秋林,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
600300,维维股份,监管工作函,NO SUCH FILE!
600543,莫高股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/b5818577-4e72-42c3-91a1-b8c1af9b5570.pdf
601579,会稽山,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/33aac58c-f892-432b-81e3-061c6b55f571.pdf
600555,海航创新,监管工作函,NO SUCH FILE!
601366,利群股份,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600179,安通控股,监管工作函,NO SUCH FILE!
600255,梦舟股份,监管工作函,NO SUCH FILE!
603183,建研院,监管工作函,NO SUCH FILE!
600074,*ST保千,监管工作函,NO SUCH FILE!
600715,文投控股,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/f8cf54b1-aca7-4e0a-a874-7d888c6374ad.pdf
600086,东方金钰,监管工作函,NO SUCH FILE!
600872,中炬高新,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/32638469-cbdc-4cc8-94b2-72a6016307b5.pdf
600988,赤峰黄金,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/a0f554d3-8c31-4a4b-b65a-74dd551c55a4.pdf
603669,灵康药业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/473d7c3b-2ce2-47aa-b648-24a903712adf.pdf
603889,新澳股份,监管工作函,NO SUCH FILE!
600714,金瑞矿业,监管工作函,NO SUCH FILE!
600122,宏图高科,监管工作函,NO SUCH FILE!
600984,建设机械,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/537201c4-aecb-4c62-b40b-f74b0d93e87b.pdf
600984,建设机械,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ef322f59-5bc5-495b-a218-26458bc0acb6.pdf
600984,建设机械,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/b5e3383e-723a-411a-a50b-30c966c4c945.pdf
600984,建设机械,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/e10010a8-a207-4e6b-93d3-93a6a3960e5f.pdf
600887,伊利股份,监管工作函,NO SUCH FILE!
600805,悦达投资,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/cb88e2e4-2089-4368-a3a1-f727db95d37b.pdf
603300,华铁科技,监管工作函,NO SUCH FILE!
601579,会稽山,监管工作函,NO SUCH FILE!
601228,广州港,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/5e5b5e05-c769-4139-8a51-f72d581cf066.pdf
600503,华丽家族,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/028a792d-f9aa-4d2d-98ac-ed717ab2a0ee.pdf
600503,华丽家族,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/32e3bc30-30bb-463e-94d8-c0e3bcfe3fa2.pdf
600387,海越能源,监管工作函,NO SUCH FILE!
600891,秋林集团,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4ed02fd0-f824-474f-b966-94054235d521.pdf
600891,秋林集团,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/4ed02fd0-f824-474f-b966-94054235d521.pdf
600243,青海华鼎,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ae29b4f4-0816-47e2-b6c1-95f03b9505fb.pdf
600273,嘉化能源,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/20876f2a-7acb-4b25-b49f-c676d020ae96.pdf
603035,常熟汽饰,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/d3400a61-fef8-4573-adc7-56554c3344b8.pdf
603330,上海天洋,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/1ae8c19c-f636-4f8e-8cca-344d0c5ca2fc.pdf
600986,科达股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/852659fe-c892-46e1-a57e-5ca413159d58.pdf
600255,梦舟股份,监管工作函,NO SUCH FILE!
600739,辽宁成大,监管工作函,NO SUCH FILE!
600751,海航科技,监管工作函,NO SUCH FILE!
600221,海航控股,监管工作函,NO SUCH FILE!
600521,华海药业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8ad84c3e-e510-45b9-bc8b-e5b4631180a4.pdf
601258,庞大集团,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/bfd26df0-8d10-436b-8807-364d41b92120.pdf
600375,华菱星马,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ce1994ea-eeab-4402-a934-fb224d477427.pdf
600751,海航科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/97b606ec-ea44-4600-9b72-8481b31a0bf9.pdf
600833,第一医药,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8be070bd-7244-46b8-a2e1-c91055d1763f.pdf
600421,ST仰帆,监管工作函,NO SUCH FILE!
601788,光大证券,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
603300,华铁科技,监管工作函,NO SUCH FILE!
600084,中葡股份,监管工作函,NO SUCH FILE!
600571,信雅达,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/414a7eb5-d0c9-468e-9617-b9834b8a92c5.pdf
600818,中路股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2fd4a754-1229-46c8-8e3c-7b07b0cec252.pdf
603083,剑桥科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/649220d3-feb5-498a-8d1a-991b23b97ff3.pdf
600599,熊猫金控,监管工作函,NO SUCH FILE!
600891,秋林集团,监管工作函,NO SUCH FILE!
600543,莫高股份,监管工作函,NO SUCH FILE!
600255,梦舟股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/46c6adc2-4328-42e3-90c9-9a72be05cd8b.pdf
600691,阳煤化工,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/9a404de2-9ce5-4dea-ad21-f9f239bca5c6.pdf
600891,秋林集团,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
603030,全筑股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/f2bdb01b-1488-423f-bd9b-1278f841f5c9.pdf
603030,全筑股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/856d97d5-ec7a-452b-a4e1-8fcec759fbaa.pdf
600797,浙大网新,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/a4cb725a-ee05-4b97-aedc-6d98b0ca9561.pdf
603366,日出东方,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/47e20fe9-98bd-49e8-b2d1-a1e612542bed.pdf
600576,祥源文化,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/ab4506ec-7578-407a-bb84-fcf1fb829306.pdf
600576,祥源文化,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/ab4506ec-7578-407a-bb84-fcf1fb829306.pdf
600891,秋林集团,监管工作函,NO SUCH FILE!
600321,*ST正源,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/f31af07a-9ab3-49c9-aa69-0f8363b18e74.pdf
