上市编号,上市公司名,违纪类型,红头文件
603909,合诚股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/490cc41b-ee8c-48bf-bbe4-7ca260f324b2.pdf
600165,新日恒力,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8d1a18bb-6086-47b1-9e9e-0dc7e5d5c02b.pdf
603755,日辰股份,监管工作函,NO SUCH FILE!
600461,洪城环境,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/e47d9b60-3f54-4716-a2cc-bfde8bf818fa.pdf
600777,新潮能源,监管工作函,NO SUCH FILE!
600777,新潮能源,监管工作函,NO SUCH FILE!
600609,金杯汽车,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/8b0e9723-6eef-4f3e-afe2-bb57d0437916.pdf
603259,药明康德,监管工作函,NO SUCH FILE!
600438,通威股份,监管工作函,NO SUCH FILE!
600732,爱旭股份,监管工作函,NO SUCH FILE!
688005,容百科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/2ea850f4-7ae3-4def-90ec-c1bf5e1fb9b1.pdf
600593,大连圣亚,监管工作函,NO SUCH FILE!
600058,五矿发展,监管工作函,NO SUCH FILE!
600594,益佰制药,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/63e3dc5a-a9ad-4a59-ac74-734ecf42a9de.pdf
603158,腾龙股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/05d16ccb-6928-442a-96f0-933c0a1c4d63.pdf
603982,泉峰汽车,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/711438e8-f5e5-4e81-aac2-3b60c6e2d26b.pdf
600113,浙江东日,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/413ac983-6113-4387-8c70-191e894c7c2b.pdf
603922,金鸿顺,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/44dc6ea4-a342-46e3-b673-25e6fba06aca.pdf
603758,秦安股份,监管工作函,NO SUCH FILE!
600868,梅雁吉祥,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/fe40da61-433c-4da2-9f8f-d7156d2dcb2d.pdf
600518,*ST康美,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/427314aa-521e-4379-9b5c-c959d6ba49be.pdf
688289,圣湘生物,监管工作函,NO SUCH FILE!
600107,美尔雅,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1f150fb5-f38a-40a5-93ce-ec944780f63c.pdf
600136,当代文体,监管工作函,NO SUCH FILE!
600882,妙可蓝多,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2fdd889d-a255-475d-bf5c-1cdf2f7eb1bc.pdf
603009,北特科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1d12b1a3-4cfa-49c8-b040-53d1abf753d8.pdf
603416,信捷电气,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/11ded4cc-6d40-4f5c-a1e9-d95a588e4f40.pdf
600701,退市工新,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ebf6aa91-24f4-4691-9544-f7e81e434c04.pdf
600701,退市工新,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/ebf6aa91-24f4-4691-9544-f7e81e434c04.pdf
600701,退市工新,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/722faa22-2326-435f-b7b6-f15d79cde088.pdf
600701,退市工新,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/722faa22-2326-435f-b7b6-f15d79cde088.pdf
603803,瑞斯康达,监管工作函,NO SUCH FILE!
688186,广大特材,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/5480546.pdf
603156,养元饮品,监管工作函,NO SUCH FILE!
600873,梅花生物,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/d35a5b1e-cdb8-4975-9869-cb8d96cbbd12.pdf
600873,梅花生物,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/d35a5b1e-cdb8-4975-9869-cb8d96cbbd12.pdf
600090,*ST济堂,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c81e6237-9971-489d-9879-ac66aa1f7314.pdf
603268,松发股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/756a9551-4e4b-4035-8091-1638bdbb92b1.pdf
600172,黄河旋风,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/00293433-dfce-422c-b4a8-0405a566bcf9.pdf
601727,上海电气,监管工作函,NO SUCH FILE!
600777,新潮能源,监管工作函,NO SUCH FILE!
600145,*ST新亿,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c91e4b24-cce0-4d36-935a-fb59eb307bd9.pdf
600027,华电国际,监管工作函,NO SUCH FILE!
600804,鹏博士,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2b5d28be-63fb-4c71-8ddf-a56c72afc144.pdf
600770,综艺股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/0900b684-d7f6-4556-965b-34106b271470.pdf
600466,蓝光发展,监管工作函,NO SUCH FILE!
600966,博汇纸业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/15001da8-29ea-4550-9533-9d7044bbd284.pdf
600593,大连圣亚,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/97d7b976-a449-4ad7-826d-8e538e9449fd.pdf
600485,*ST信威,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/926c47ce-ff20-4990-bb72-5436ae63e252.pdf
600485,*ST信威,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/926c47ce-ff20-4990-bb72-5436ae63e252.pdf
600485,*ST信威,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/926c47ce-ff20-4990-bb72-5436ae63e252.pdf
600702,舍得酒业,监管工作函,NO SUCH FILE!
600256,广汇能源,监管工作函,NO SUCH FILE!
600481,双良节能,监管工作函,NO SUCH FILE!
600568,ST中珠,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/5e454337-4978-457e-a077-864ab9e66219.pdf
600610,中毅达,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ab2b2207-b37b-4972-a871-9cd6f5732e97.pdf
603518,锦泓集团,监管工作函,NO SUCH FILE!
688085,三友医疗,监管工作函,NO SUCH FILE!
688085,三友医疗,监管工作函,NO SUCH FILE!
603922,金鸿顺,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/66300680-290d-409e-8ed3-17fa6b8bcc76.pdf
600543,莫高股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8e08cf60-32a2-4f86-9dbc-aa4df682a4d6.pdf
601666,平煤股份,监管工作函,NO SUCH FILE!
600810,神马股份,监管工作函,NO SUCH FILE!
688086,紫晶存储,监管工作函,NO SUCH FILE!
603399,吉翔股份,监管工作函,NO SUCH FILE!
600093,易见股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/d2de4be3-b17e-4c01-95fa-7bfc6333fc47.pdf
601002,晋亿实业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8778789c-605d-4168-b69c-8b7d14b5284f.pdf
600448,华纺股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/e007fb54-1c23-4ae7-8cd1-b0094899688b.pdf
603003,龙宇燃油,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/75f478d6-cc72-4ef0-90ca-25d248ce5dce.pdf
603586,金麒麟,监管工作函,NO SUCH FILE!
601020,ST华钰,监管工作函,NO SUCH FILE!
603377,东方时尚,监管工作函,NO SUCH FILE!
600278,东方创业,监管工作函,NO SUCH FILE!
603709,中源家居,监管工作函,NO SUCH FILE!
603978,深圳新星,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/6022389f-9e91-4814-936a-8092aed557a7.pdf
600410,华胜天成,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/5d98129c-a96a-495e-8a62-4e2de0bc60a1.pdf
603838,四通股份,监管工作函,NO SUCH FILE!
600338,西藏珠峰,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/061c4c57-35c8-4ae4-a1c1-fe582aac9322.pdf
603995,甬金股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/477a3a52-c3a3-40d4-8b3a-d619fb580145.pdf
600359,新农开发,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/5e9c3b94-f4e6-4391-b76a-c1931184f0e7.pdf
600255,鑫科材料,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/9ac9502b-dd5b-47a7-aabd-9e79c3f59bcf.pdf
600818,中路股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/76c3e29e-f516-4908-afaf-d0116039e39f.pdf
603345,安井食品,监管工作函,NO SUCH FILE!
600777,新潮能源,监管工作函,NO SUCH FILE!
603900,莱绅通灵,监管工作函,NO SUCH FILE!
603808,歌力思,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ee198901-3b36-492c-8d4c-82ce41344b62.pdf
601211,国泰君安,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ca3f13e3-f987-462a-953b-ec0da4378347.pdf
603863,松炀资源,监管工作函,NO SUCH FILE!
600365,ST通葡,监管工作函,NO SUCH FILE!
600816,*ST安信,监管工作函,NO SUCH FILE!
600981,汇鸿集团,监管工作函,NO SUCH FILE!
600896,览海医疗,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/b305eb19-b688-4b4d-abee-413f9629919f.pdf
603557,起步股份,监管工作函,NO SUCH FILE!
600558,大西洋,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/9a3ffc0d-de49-4f5e-9b31-9fbc6830fd19.pdf
688068,热景生物,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/5417979.pdf
600093,易见股份,监管工作函,NO SUCH FILE!
600777,新潮能源,监管工作函,NO SUCH FILE!
600166,福田汽车,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/4bd74b9f-24c1-4102-8429-addfba5ea21f.pdf
600749,西藏旅游,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/59c2f3c5-d378-4aeb-81ca-a714b1c2f105.pdf
603557,起步股份,监管工作函,NO SUCH FILE!
600712,南宁百货,监管工作函,NO SUCH FILE!
600696,ST岩石,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/979ab0ad-a330-4532-8efd-d11afc4696b2.pdf
688068,热景生物,监管工作函,NO SUCH FILE!
600300,维维股份,监管工作函,NO SUCH FILE!
600319,ST亚星,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/af7045e6-2d4d-4e4e-9da4-a83e44cd04fb.pdf
600671,*ST目药,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/8a0b5264-05af-44b8-baa6-d0dff3e23967.pdf
688021,奥福环保,监管工作函,NO SUCH FILE!
600338,西藏珠峰,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/97a30881-77c0-4b24-bd10-5ebbc1a64d56.pdf
603909,合诚股份,监管工作函,NO SUCH FILE!
600653,申华控股,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/61baf949-9717-452b-a08e-b0b1d41c46a6.pdf
600653,申华控股,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/31e01019-adad-438d-93a3-9e7f89ba108a.pdf
600189,泉阳泉,监管工作函,NO SUCH FILE!
600136,当代文体,监管工作函,NO SUCH FILE!
688068,热景生物,监管工作函,NO SUCH FILE!
601933,永辉超市,监管工作函,NO SUCH FILE!
600335,国机汽车,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/76ad8074-8604-4060-9bdd-0d1065b83553.pdf
600267,海正药业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/b7a47c35-22fa-45f1-b994-f2e504d71597.pdf
603278,大业股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/76d5c614-cd42-4c4a-b2fa-e20fab62c80e.pdf
600711,盛屯矿业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/79f39ac5-4dc6-4005-8362-26aead33d388.pdf
600227,圣济堂,监管工作函,NO SUCH FILE!
600763,通策医疗,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2d64c4b4-b6d7-4d62-a220-5b4cb3a568a4.pdf
600963,岳阳林纸,监管工作函,NO SUCH FILE!
603959,百利科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/32d6041e-abc0-48db-aafe-05cb51562c58.pdf
600917,重庆燃气,监管工作函,NO SUCH FILE!
600506,香梨股份,监管工作函,NO SUCH FILE!
603988,中电电机,监管工作函,NO SUCH FILE!
600078,澄星股份,监管工作函,NO SUCH FILE!
600586,金晶科技,监管工作函,NO SUCH FILE!
688023,安恒信息,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/0505ae00-bd9c-4b6d-9a43-954a3bb3c360.pdf
601168,西部矿业,监管工作函,NO SUCH FILE!
600393,粤泰股份,监管工作函,NO SUCH FILE!
601886,江河集团,监管工作函,NO SUCH FILE!
603233,大参林,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/593b86c1-8e7b-4060-9236-9e25362b0954.pdf
600969,郴电国际,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/cbdbc6fb-8a6e-4665-87d3-2f23a63e0133.pdf
603078,江化微,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/2305e896-1e15-40b1-b30c-910cede03ca6.pdf
600889,南京化纤,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1d9c25ed-8698-4805-8618-82efd7033b65.pdf
603810,丰山集团,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8cf1255d-f8d0-4a19-ae64-83a326abc42c.pdf
600355,精伦电子,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/0b27b169-b41e-41f7-a5a5-85fc71c491fb.pdf
600237,铜峰电子,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/716091fa-2925-4489-aa2d-34219d0af476.pdf
688050,爱博医疗,监管工作函,NO SUCH FILE!
600300,维维股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/853a2a73-0891-4d8c-9efd-d67a2feb0c57.pdf
600300,维维股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/9d04a293-12d5-4b14-b433-fa16c0b1164b.pdf
600300,维维股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/9d04a293-12d5-4b14-b433-fa16c0b1164b.pdf
600382,广东明珠,监管工作函,NO SUCH FILE!
603683,晶华新材,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/d12483bf-3b4e-4301-a31d-ede065c7396a.pdf
603069,海汽集团,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/8e76e2ae-6177-4a19-ae0f-b2b9a9655bef.pdf
600289,*ST信通,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/1aa8966b-dae7-4842-80f2-3e4a587fcee1.pdf
600289,*ST信通,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/a11a3ad4-ca10-4d50-abf1-d23bf78c1dc8.pdf
600289,*ST信通,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/a11a3ad4-ca10-4d50-abf1-d23bf78c1dc8.pdf
600652,ST游久,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/3d8be366-a799-416f-b84f-2ce8458169cc.pdf
603603,博天环境,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ebf36088-230b-402b-8445-b56c469e4691.pdf
600393,粤泰股份,监管工作函,NO SUCH FILE!
600143,金发科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/90ba7838-5053-4c6a-901e-d100f21426b9.pdf
600375,汉马科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/87cd437a-f973-4176-8f43-f08f1a8ac77d.pdf
600673,东阳光,监管工作函,NO SUCH FILE!
600745,闻泰科技,监管工作函,NO SUCH FILE!
600247,*ST成城,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/132b6b3d-e600-4906-b9f1-19462bc2914a.pdf
600247,*ST成城,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/132b6b3d-e600-4906-b9f1-19462bc2914a.pdf
600247,*ST成城,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/132b6b3d-e600-4906-b9f1-19462bc2914a.pdf
600099,林海股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/247a8110-cdbd-4787-901a-24070a2c785e.pdf
601113,ST华鼎,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/aaf104bf-68f6-4c85-815f-4d9588a9ac58.pdf
601339,百隆东方,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/cd6f7d18-78d9-49f1-a384-28a8bb6614e2.pdf
600678,四川金顶,监管工作函,NO SUCH FILE!
603996,*ST中新,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/e54efcbf-dd3f-4dec-8012-578308201dd5.pdf
600593,大连圣亚,监管工作函,NO SUCH FILE!
600086,退市金钰,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/73f27354-b705-4181-9542-a7dcacf8311b.pdf
603012,创力集团,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/3c1707f3-1831-4e51-bbc1-c32fee713d9d.pdf
600836,*ST界龙,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/19fdf0a0-497b-4244-93df-081932863d90.pdf
600186,莲花健康,监管工作函,NO SUCH FILE!
603601,再升科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/f8b59074-223e-42ff-9554-25496865aae7.pdf
601360,三六零,监管工作函,NO SUCH FILE!
688286,敏芯股份,监管工作函,NO SUCH FILE!
600458,时代新材,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/d6a00b4b-dadc-46b7-87e0-99c723e946bb.pdf
600077,宋都股份,监管工作函,NO SUCH FILE!
603198,迎驾贡酒,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ad6d7322-e34e-4b3d-9fde-1f58ab7344d3.pdf
600393,粤泰股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/3b3aca45-c61f-41f3-a9d2-36cf2e64d704.pdf
600393,粤泰股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/3b3aca45-c61f-41f3-a9d2-36cf2e64d704.pdf
600220,江苏阳光,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/f5b753f8-167e-4625-9555-fa90949abc7c.pdf
605136,丽人丽妆,监管工作函,NO SUCH FILE!
601020,华钰矿业,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/2845e0f1-82fb-4f52-be61-f8d42d911d04.pdf
600797,浙大网新,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/62992c6d-835b-413c-b88e-159936660e53.pdf
603456,九洲药业,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/14b5e67d-1043-4775-95d4-a23e6fcae429.pdf
603976,正川股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/65f925ab-0bdd-4ec6-84fd-ecd128c197cb.pdf
600844,丹化科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/68c34ba6-068f-4fe5-85f9-d3d574232e99.pdf
603377,东方时尚,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ceb86583-bf2a-48f5-aa5b-e0c016d8456c.pdf
603326,我乐家居,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/20d7d783-5904-4cf8-90b5-4c8694f24216.pdf
600684,珠江实业,监管工作函,NO SUCH FILE!
603603,博天环境,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/7aad3c10-b964-4876-98fb-34826a7deb7c.pdf
603416,信捷电气,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1127d034-1b7a-4c46-a58e-8deac363574b.pdf
600917,重庆燃气,监管工作函,NO SUCH FILE!
600777,新潮能源,监管工作函,NO SUCH FILE!
600366,宁波韵升,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/41f34f38-a83b-4b1d-befa-a21c9ea19088.pdf
603306,华懋科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/3310f4f7-e877-4b29-b301-b2c8f8cff4fb.pdf
601218,吉鑫科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/d418dfd6-d18c-439f-989e-c50e7a9216d6.pdf
688198,佰仁医疗,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/13e87a70-6aff-4cca-83ab-644ccd3643e7.pdf
688366,昊海生科,监管工作函,NO SUCH FILE!
603558,健盛集团,监管工作函,NO SUCH FILE!
603557,起步股份,监管工作函,NO SUCH FILE!
600365,ST通葡,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/201b0065-d9c9-48b0-a9c8-39a5b0cea89a.pdf
600882,妙可蓝多,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/dc3785ab-b940-4670-b741-60a1919b9a30.pdf
600146,*ST环球,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/27fc4b8f-2d19-44ea-8c05-6a15f8a529e1.pdf
600146,*ST环球,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/39cc2a5f-b004-4941-8d99-68dfaf06b3a0.pdf
600777,新潮能源,监管工作函,NO SUCH FILE!
688098,申联生物,监管工作函,NO SUCH FILE!
600340,华夏幸福,监管工作函,NO SUCH FILE!
603799,华友钴业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/b7751e4a-1b2f-4e7b-9877-1de0358fc541.pdf
600739,辽宁成大,监管工作函,NO SUCH FILE!
688012,中微公司,监管工作函,NO SUCH FILE!
600671,*ST目药,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/920d7015-5e86-4156-bce9-f67cf43fc63f.pdf
600593,大连圣亚,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/1c017879-cdaf-46bb-a0f8-e7f1a74e0d81.pdf
600715,文投控股,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/8f610eb5-cba4-4863-9aba-d73c42290396.pdf
600172,黄河旋风,监管工作函,NO SUCH FILE!
600645,中源协和,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/5a54ad52-46c6-47b9-b97c-d04a149d0063.pdf
600645,中源协和,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/a697eefe-6788-4bdb-a66e-015a8e266ad1.pdf
600821,*ST劝业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/bbc9c06d-43ee-4855-a95b-591cf9313bb9.pdf
600322,天房发展,监管工作函,NO SUCH FILE!
600221,海航控股,监管工作函,NO SUCH FILE!
600555,*ST海创,监管工作函,NO SUCH FILE!
600515,海航基础,监管工作函,NO SUCH FILE!
600751,海航科技,监管工作函,NO SUCH FILE!
688567,孚能科技,监管工作函,NO SUCH FILE!
600759,洲际油气,监管工作函,NO SUCH FILE!
900948,伊泰B股,监管工作函,NO SUCH FILE!
600816,*ST安信,监管工作函,NO SUCH FILE!
601068,中铝国际,监管工作函,NO SUCH FILE!
600022,山东钢铁,监管工作函,NO SUCH FILE!
603508,思维列控,监管工作函,NO SUCH FILE!
603300,华铁应急,监管工作函,NO SUCH FILE!
600515,海航基础,监管工作函,NO SUCH FILE!
600599,*ST熊猫,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/ae11786a-9fc4-4e01-9991-6f2580573d62.pdf
600291,西水股份,监管工作函,NO SUCH FILE!
600340,华夏幸福,监管工作函,NO SUCH FILE!
600393,粤泰股份,监管工作函,NO SUCH FILE!
600080,ST金花,监管工作函,NO SUCH FILE!
600340,华夏幸福,监管工作函,NO SUCH FILE!
603157,*ST拉夏,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4d26e3ca-79c9-4be9-9d6d-5e61b49c2a28.pdf
603369,今世缘,监管工作函,NO SUCH FILE!
600225,*ST松江,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/ec5f72c3-d32c-4c16-95bd-884e7e609c08.pdf
600099,林海股份,监管工作函,NO SUCH FILE!
600734,*ST实达,监管工作函,NO SUCH FILE!
688339,亿华通,监管工作函,NO SUCH FILE!
600589,广东榕泰,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/40355bf2-22df-4637-8878-d03c430dc1cc.pdf
600593,大连圣亚,监管工作函,NO SUCH FILE!
600108,亚盛集团,监管工作函,NO SUCH FILE!
603101,汇嘉时代,监管工作函,NO SUCH FILE!
603222,济民制药,监管工作函,NO SUCH FILE!
600211,西藏药业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/a4bda063-14df-488f-829c-260fc16302a4.pdf
600789,鲁抗医药,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/a9678cf9-fba7-48c9-8462-f057d22457fb.pdf
600702,ST舍得,监管工作函,NO SUCH FILE!
600165,新日恒力,监管工作函,NO SUCH FILE!
688022,瀚川智能,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/108dc37c-e829-4fca-861e-32559d398aec.pdf
603098,森特股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/a4af90cd-c223-45a6-b60e-2c966bd159ef.pdf
600653,申华控股,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/f536504a-fc04-4fbd-a96b-d9c7c9fedaa3.pdf
603900,莱绅通灵,监管工作函,NO SUCH FILE!
600146,*ST环球,监管工作函,NO SUCH FILE!
601020,华钰矿业,监管工作函,NO SUCH FILE!
600226,*ST瀚叶,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/01f0791d-d761-44d2-961a-b9249932b521.pdf
600226,*ST瀚叶,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/01f0791d-d761-44d2-961a-b9249932b521.pdf
